,title,text
5620,雨宿りのブレンドコーヒー,土砂降りの雨が私の体を冷やす。見つけた店のテントで雨宿り。「よかったら中にどうぞ」店員が私を店に招く。店に入れば、クラシックの音楽にコーヒーの香りが漂（ただよ）っていた。持っていたハンカチで顔を拭いていると「どうぞ」と店員がタオルを渡す。「よかったら、私が作ったブレンドコーヒーを飲みませんか？」私はお言葉に甘えて、店員オリジナルのブレンドコーヒーを飲む。店員の作ったブレンドコーヒーは、深いコクに、店員の優しさが詰まった。『温もりのコーヒー』だった。
5621,卒業式,とうとうこの日がやってきた。泣いてたり、笑ったり。肩を組んで励ましあう、仲間たち。新たな一歩を進む、僕たち。そんな僕たちを、風が花弁（はなびら）を連れて、舞い踊る。
5622,思ってしまう,オレンジの坂を自転車でかけ降りながらオレンジに飲まれそうな空を見ていると横で雲が綺麗と言ったことを思い出す風が頬をかすめるとあの日のことを思い出すどこかで偶然会えないかな、今、無性に会いたいの
5623,はな,あめがふったらあのはなはちるだろうだれのためでもなくさいたはなだったそらのしたかがやいてさよならのことばもなくて
5624,くりかえし,ちょっとしたことで揺れて ちょっとしたことにつぶされて その度もう無理だ、最後かもって思ってる 未来がつまらなく思う 世界に見とれた時のことも忘れたまま
5625,アルカイック・スマイル,熾烈で苛烈な愛の心臓射抜いて笑う影の主役右眼は金色、左眼は銀色で映るもの全て嫌に輝いた僕という絶望への飛距離伸ばすだけ伸ばして見事にコケる淡い夢は一気に瓦解し刃物みたいな現実を突き付けて来る一場面君は何を考えているのか皆目検討もつかなくて毎度振り回されるけどそれでも付き合って行きたいと願った最後の最期まで今も君は得体の知れない微笑みをたたえる
5626,憂鬱にくるまれた回顧録,誰しもが上を目指して辿り着く最悪の結末は遺伝子に物語をインプットされてるから因果にくるまれた価値観は此の世蔓延る憂鬱を取っ払って良いとこどりの剥製にしたい過去のコレクション生命のスープでずぶ濡れ10分弱に編集して一番言いたいことを纏めればこんな悠久の時間なんて必要なかったでしょう？瞑想して解る神の遊び道具我儘な執着なんかしない切り取られた進化の道を鬼の要素を守り抜こう祝福は人間から受けるから何も心配なんていらないよ魅惑の光を放てるのは何も天使だけじゃないからこの抱く卵は誰にも渡さない
5627,you can't remember,忘却へのカウントダウン現在へ繋ぐ道標プラグに繋がれた目覚めたばかりの何も知らぬ者本能が警告を発する希薄になってゆく己の残像を頭上から巨きな空白が制圧して押さえつけるどんなに博識な梟がいくら蘊蓄垂れても貴方の名前は決して出てこない二重の螺旋に乗って複製され受け継がれてゆく力は忌まわしいものだったから封印された真の姿は神のみぞ知るああ、でもいつか彼は自らの力でここから出ていくだろう緊急事態を知らせるブザーが鳴るけれど止める事は出来ない
5628,一級河川,黄昏 鉄橋を渡る区間快速 通り過ぎた顔 顔 顔 顔が草臥れて ヒトの事言えないか、と俯いて あたしも今日を泳ぎきる 新築 真新しい壁入居者募集 過ぎ去った今日 明日 明後日も草臥れた ヒトたちの事を思えばふと浮かぶ あたしの生きた証し たとえば流されて真っ赤な海に溺れてしまいたくなってもこのまま流されて真っ赤な嘘にすがりついていたくても国道 光と煙の渦右折車線 混み合った群れ 列 連なりが草臥れを ヒトのせいにしたくて我先に あたしは置き去りに傷は浅い 罪は深い小さな混沌の物語のこの街を流れる 川の水面のようにいつかは気が付いてどす黒い海に背を向ける日が来てそれでも気が付けばどす黒い海にまた戻ってゆくんだこのまま流されて真っ赤な嘘にすがりついていたくても
5629,サイレント,この世界にあなたがまだいないから 夢のなか漂ってるサイレントフィルム 深い深い感覚芽生えてないの 寂しささえわからない 不安定であどけないモノクロフィルム「ねぇあなた、早く片想いに声色着けて」
5630,進む者,道というのは限りなく迷路のように連なっている行き止まりもあればまだ作りかけの道もあるたとえ未だ無き道を歩いて進む事になっても進めばそこが道となる。
5631,甘い午後3時,春の日 光が射し込む窓の下(もと)突っ伏した君の 長い髪が そよ風に吹かれてこぼれてったその瞬間に 机の上の花びらと重なって 甘い空気が漂った
5632,この空が,この空がいつまでも変わらぬ空でありますように未来には希望がたくさんあると信じたい理想を呟く僕の周りに潜む絶望絶望で染まった空は見たくないいつまでもこの空がこの光が変わらずにいてほしい僕はそう呟くことしか出来ない
5633,幸福な攻撃,君が見せる表情すべてが刺激のようで胸の下辺り、内臓のどこかがえぐられるみたいに熱くなる何かが投げ込まれたように身体全身が打ち震えるその度あたしはたまらなくなって、でもどうしようもなく動けない苦しい、置き場のないほどにうれしいこれ全部一瞬にもたらす君はきっと天才だ
5634,大切な人よ,電話越しに彼の声を聞いたとき私の視界は涙で歪んだ「久し振り」「元気だった？」いつもと変わらない他愛のない会話彼との会話は楽しいはずなのに何故だか悲しみが溢れてきますふとカレンダーを見つめる-あぁもうすぐ彼は卒業か-彼は冷たい風と共に遠い場所に行くのです春も待たずに私を置いて・・・【もう少しアナタの側にいたいです】なんてワガママは思う事さえ許されず【行かないで】その言葉を私はそっと胸の内に誰にも気付かれぬように隠した
5635,ここち,大きいものは要らないよなんとなく落ち着かない自分が遠くなったような 大きくなったような 抱えきれなくなる五千円より、一万円より、千円札束のほうが性に合ってるの
5636,じこしょうかい,こしをおろしててんをあおぐこのみにふりそそぐほしつぶはてんさいだれかのはつめいひんこいごごろおさえきれずにでどころのわからないはっそうですきとおるおもいをよるのやみにほうりなげたろまんちっくにあのひとへしずかにでもじょうねつてきにくらやみにおもいをたくしたの
5637,何度も生まれ変わって,今はガラクタかもしれないけれど磨けば輝いてくるんだよそれには多少の修理も必要だろうコツコツ時間もかかるだろう古臭くても新品にはないそれなりの柔らかさとそれなりの趣きが出るそして染み込んだ経験と涙がひと味違った感動をまた生み出してくれるのさ何度でも傷ついては生まれ変わりその深みを魅力にして見捨てずに使いこなして行こうそうすれば物だって、言葉だってきっと喜ぶはずさ
5638,冬のゆくさき,過ぎてゆく日々を見つめていたもう一度会いたくてでも遠い街の空は綺麗なだけ同じ色の空と街と季節の中で季節は巡る冬のゆくさきへ過ぎて行った日々に手を伸ばしてたもう二度と会えないからもっと遠い場所空は綺麗なだけ同じ道の風と音と水の色は季節をうつす冬のゆくさきは何処へ向かうの僕の知らない場所へ君は走ってゆく何処へ向かおう僕も知らない場所へ君を忘れたい冬のゆくさきへ
5639,被害妄想の青い空,被害妄想の青い空と誇大妄想の赤い海で微かに交わした記憶だけに縋りながら生きていた何もかもを忘れたくて何にも捨てられなくて僅かに繋がった今だけを握りしめたまた立ってる被害妄想の青い空は誇大妄想の赤い海と混じり合いながら追憶と追憶と愛しさとだけどもう行かなくちゃ時の砂浜に線を引いて描いた理想は波の中銀の針が動き出す何処にも行かずにただ変わりゆくだけ被害妄想の青い空と誇大妄想の赤い海に今日こそさよならを明日は明日の風の色追憶と追憶と愛しさとだけど全部置いて行かなくちゃそうさもうすぐ行かなくちゃ被害妄想の青い空と誇大妄想の赤い海に今日こそさよならを
5640,これも贅沢,空を見るたんぽぽを枕に草の匂い鼻をくすぐる風聞こえるよ自然の囁き伝わるよ大地の鼓動人を忘れて自分を忘れてあっけらかんと鼻歌うたって時にはこんな贅沢してもいいよね…お金でもない物でもないこうして過ごすな〜んにもしないそんな時間の贅沢
5641,線路沿いの花,電車が通るたびに菜の花がゆれて お辞儀する「こんにちは」「いってらっしゃい」「おかえりなさい」「さようなら」まるで電車に乗ったみんなに優しく言葉をかけるように誰も気づかなくても私はちゃんと受け取っているよ君たちの健気な心遣いを…また会えたね。いつもありがとう…私を和ませるゆれて頷く黄色い花に心の中で今日も明るく手を振った
5642,抱きしめよう,抱きしめようギュッと ギュッと子供たちを大切な人を抱きしめられたらあったかいね抱きしめられると安心するね寂しさや苦しさが全てぬくもりに溶けて陽だまりに変わるから安らぎに変わるからぬくもりは言葉以上にたくさんのことを伝えてくれる色んなことに気づかせてくれるその喜びがパワーになりその幸せが笑顔を運ぶ抱きしめようギュッと ギュッと抱きしめようもっと　もっと子供たちを大切な人を優しく強くギュッとギュッと愛の充電をいつも満タンに
5643,神の悪戯？,運命などないと私は今は言えない神の悪戯なのか必然だったのか私は君に恋をしたしてはいけない恋しないはずの恋なぜ君を好きになったのかはわからないただ笑顔が素敵だった恋は盲目君に似た背格好君に似た声君に似た髪型街ですれ違うたびに私は君を思い出す君も同じ気持ちだと嬉しく思う私かなり重症みたい叶うのかそれともこのまま…
5644,生きてるんだもの,風に吹かれてそんな日もあるさ雨に打たれてそんな日もあるさ光を浴びてそんな日もあるさ人生 いろいろ生きてるんだもの
5645,中島みゆき,誰かに電話をしたいけど声に出したら泣きそうで車の中をくるくるまわる中島みゆきの歌みたいに狼になりたいだなんてな誰かに愚痴をこぼしたい涙を流したら負けそうで黄昏た街をぐるぐる廻るあの子が好きな歌を聞く風の色は気まぐれだって上手くいかないね毎日が見たくもないのに醜さを抑え込んでたくし込んで抱えたまま生きてゆけず誰かに話を聞いてほしい手紙にしたら読めなくて誰かに抱いていて欲しい言葉にしたら溢れそうで上手くいかないね何でも誰の所為でもないのにね抑え付けても我慢しても堪えたまま生きてゆけず上手くいかないね毎日が見たくもないのに醜さを抑え込んでたくし込んで抱えたまま生きてゆけず
5646,今頃,乾いた風が 夏を運んできてベランダに揺れる あなたのシャツと蝉の鳴く午後に 深呼吸緑の匂いは あなたの匂いあたしきっと 大好きだったのあなたをずっと 大好きだったそして今日も 思い出すの去年の今頃は ってひとりぼっちの 夏が通り過ぎて真っ暗な部屋 あなたの写真と三日月の夜に ため息を一つ泣いているのは あなたのせいあたしずっと 知っていたのあなたがずっと 大好きなひとそして今日も 焦がれているの去年の今頃は って恋をしてるから 幸せだったの綺麗な色の 毎日だったのだけど迷って あきらめてしまえば全部 全部 がらくたでした泣いて 泣いて がらくたでしたあたしきっと 大好きだったのあなたをずっと 大好きだったそして今日も 思い出すの去年の今頃は って
5647,なるべくまっすぐ曲がってく,答えはいつしか消えて暗く澄んだ夜は 街の向こう風の波 空は星ため息がとけてゆくあたしを好きな あなたはいないあなたの好きは あたしじゃないなるべくまっすぐ曲がってく愛しているけど 想っているけどなるべくまっすぐ曲がってく長く伸びた帰り道独りにいつしか慣れて並んで見た夜の 街の灯り夏の風 冬の空色あせて積もってくあなたのための あたしになれないあたしの好きは あなたしかないなるべくまっすぐ曲がってく今日が終わっても 明日が来てもなるべくまっすぐ曲がってく長い長い坂道をなるべくまっすぐ曲がってく今日じゃなくても 明日じゃなくてもなるべくまっすぐ曲がってく長く伸びた帰り道
5648,夫婦の絆,歳を取り もの静かなふたりたまに 二言 三言存在を確かめ合うように互いの言葉が 少なくなるのは幾年月の間に言葉はなくとも通じ合える確かな夫婦の絆を 築いているから心を重ね、ほほ笑みを重ね仲良く寄り添う父と母どうかいつまでも元気でいてくださいふたりの姿をお手本に私もその絆を目指して行くから
5649,湘南でサーフィンを,湘南の海へ来たならサーフィンしようよビッグ ウェーブを逃すなさぁ 波に乗れ湘南の海へ来たならサーフィンしようよ海は 僕らの友達さ海は 僕らを待ってるさぁ サーフィンしに行こうよ波乗りは 最高なんだから
5650,今の僕は　ご機嫌なんだから,生きてることはこんなにも素晴らしいことなんだと僕は 今 はじめて気づいたよ恋することはこんなにも素敵なことなんだと僕は 今まで 知らなかったんだ君がいて 僕がいるこんなに 幸せなことはない愛する君とこれからの人生を歩めるなんて最高の気分だよ生きてることはこんなにも素晴らしいことなんだと僕は 今 はじめて気づいたよ僕の人生は君と出逢って バラ色だよ太陽も 緑も 青空も僕たちの出逢いを 祝福してるよ空を飛ぶ鳥たちだって人生って 素晴らしいね愛するって 素晴らしいねもう 何も 言うことはないよ今の僕は ご機嫌なんだから
5651,風に、　人に,風に　　風に流されて人に　　人に流されて私は　　今日も　　旅しています風に　　風に　　道あるならば人に　　人に　　愛あるならば人生の旅に花を咲かせましょう幸せ重ねて　　想い出重ねて人は　　生きてゆく人は　　旅をする風よ　　人よ流れのままに
5652,我が人生,我が人生を振り返る時夜の静けさは 丁度 良い戻らぬ我が人生に後悔は 幾つもあるが今の自分を幸せに思いたい辛いと思えば辛いこともある悲しいと思えば悲しいこともある過ぎ去りし我が人生よ思い出となって私の心に宿っておくれ夜の静けさよ それで良いよね・・・・・？
5653,大河の河の流れに沿って,大河の河の流れに沿って人生を ゆらり ゆらりと 旅して行きたい大河の河の流れに沿って我が心は ゆらり ゆらりと 揺れて行きたいもうすぐ 春が訪れる人や自然が躍動する季節の訪れ桜が 満開になり 人は 歓喜することだろう穏やかな春よ我は 両手を大きく広げ春の訪れを 待っている暖かな春よ我は 目を閉じて躍動の季節を 待ちわびている春よ 春よ早く来ておくれ大河の河の流れに沿って我は 今日も生きて行くゆらり ゆらりとゆらり ゆらりと流れに沿って 旅を続ける果てのない人生の旅はいったい いつまで 続くのだろう
5654,恋心,
5655,喜怒哀楽,君のことで喜んだあの日君のことで怒ったあの日君のことで楽しんだあの日そんないろんな日はきっときっと 偶然ではなく必然これもいつかはくる必然なんだ君のことで哀しんだあの日必然なんだから仕方ないよね…
5656,読めない手紙,月は今日も僕達を優しく照らしてくれている月には2匹のウサギが居る毎晩、お餅をついている月のウサギに手紙を出した決して返事の無い一方通行の手紙「いつも 優しく照らしてくれてありがとう僕達から見た月は毎晩いつも綺麗ですあなた達から見た地球は今も綺麗ですか？昔と変わらないですか？僕達は間違っていませんか？地球は泣いてませんか？僕達のやっている事は僕達がやってきた事は正しかったですか？もしも悲しい思いをさせているなら本当にごめんなさい」どこにも届かない手紙次の朝ポストに手紙が入っていたお餅でベチョベチョの手紙が
5657,ラブレター,あなたはなぜかわたしとずっと生きていきたいと思ってくれていますだからあなたはわたしがあなたを傷つけても理解し許してくれますわたしはわたししかいないからだから許してくれますずっと一緒に生きていきたいから許してくれますわたしとあなたの距離が遠いほどあなたがわたしを許すのは容易な事ではないでしょうでもあなたはわたしを許してくれます傷つけても裏切ってもあなたはわたしを許してくれますわたしはわたししかいないからその都度わたしと生きるという選択をあなたはし続けてくれるんですねごめんなさいわたしはあなたに歩いていきますあなたがわたしに歩いてきてくれてるの知っているからあなたがもうわたしを許さなくていいようにわたしはあなたに歩いていきますそうしたらどこかでばったり出会うでしょうそこで一緒に暮らしましょうあなたがわたしを許さなくていいようにわたしはわたししかいないからあなたはあなたしかいないから
5658,ちよこれいと,あのちよこれいとがすきでしたあなたのくれたちよこれいとがそれなのにわたしときたらぱいなつぷるをあげたのでしたへやのすみっこでぐりこのおまけがわらっていました
5659,走ろう！　湘南の海沿いを,さぁ　出かけよう！　朝が　来たよ　湘南の海沿いをドライブしよう自然は　僕らを　歓迎してる広い海原　広がる青空　微笑む太陽さぁ　聴こうよ！　ドライブ　ミュージックビートの効いた音楽で　ドライブしようお洒落なお店が　建ち並んでるseaside line    seaside area    seaside zone湘南に魅せられて　湘南に憧れて暖かなシーズン　　人々が集まる海沿いは　　　　　賑わうよビートの効いた音楽で　ドライブしよう何もかも忘れて　ドライブしよう今日の気分は　最高さウキウキ　ハートがしてくるよワクワク　ハートがしてくるよさぁ　楽しもう　ドライブをさぁ　楽しもう　音楽をAre you ready？
5660,マラソン詩作ってみた②　　 ,僕は風を切って走る走る走る走る…そりゃあ疲れてくる苦しいしもういいやって思いこともあるよねふと立ち止まってみるすると今まで見ようともしなかった景色がよく見えているこんな景色を見れたのなら立ち止まってみるのもいいのかもしれないさあ、立ち上がって走り続けよう自分の気持ちは無限大こんな腐った社会だけど自分がカラフルな世界に変えてやる走る走る走るさあ、どこまでも
5661,リリース,僕らは人生と言う道を歩いてる途中道から外れて壁にぶち当たることがある当然自分で壁に立ち向かわなくちゃいけない時があるそんな時自分は自暴自棄になっているから手を差し伸べてくれる有り難さを僕は知らないそんな時は自分の思いやプライドを捨ててしまおうどうせとってたって何の役にも立たないからそしたら美しい花を見てきれいだと思えてまた動き始めるから今よりも強くなっているから
5662,逢いたくて　　逢えない,あなたは　　今　　どこにいるのですか？あなたは　　今　　どんなことを考えているのですか？逢いたくて　　逢えない逢いたくて　　逢えないそんな夜が　　ただ　　切ない私です好きなんです　　好きなんですあなたのことが　ただ　　好きなんですそっと　　やさしく　　抱きしめてほしいのそっと　　やさしく　　甘えさせてほしいの私の心は　こんなにあなたのことを求めて震えているのに私の涙が　見えないの？少しでいいから私の心を　あたためてほしいの甘えん坊な私のこと　　わかっているくせに声だけでもいいから　　聞かせてほしいのに涙が　　涙が　　止まらない
5663,月と人,今夜も月は欠けているいつも全ては見せてはくれないだからたまに見せる満月の美しさが心に沁みる見た目は全く違っても月と人はどこか似ている陰を持ち 変わり行く姿はまるで人の心のよう全てを見せられる人はこの世にそうはいないせめてあなたの前ではいつも満月の私でいたい
5664,道化役者のストレス解消法 ,殺したがりのピエロが僕の脳内に焼きついて寝ても覚めても同じ顔で笑う嘲笑う…僕はその煽りに負けて白いTシャツを赤黒く染めるピエロは笑う、玉乗りしながら…
5665,song,アナタの声が懐かしくてアナタの歌で私は今ここにいる何度も何度もアナタの歌から離れたでもまた戻っていくアナタの声が歌が私の支えとなっていく辛かった日々誰も信じられなくなっていた日々何もかも捨てて何もかも消したくなっていた日々にアナタの歌に出会った決して明るい歌ではない悲しいラブソングそれでも私の心に入ってきたまるで死ぬなと言われた気がした今もアナタの歌声は私の支えになるアナタの歌を聴くたびに私が選択した道は間違っていないと思える正解や不正解の無い道だけど私はこれからも道に迷った時はアナタの歌を聴くだろう
5666,鈴の音（ね）,鈴の音（ね）聞けば　想い出す幼き頃の母のこと鈴の音（ね）聞けば　想い出す愛しき母の子守唄やさしい母に　逢いたいよぬくもりほしい甘えたい枕を抱いて眠る夜想い出します母の声
5667,ぬくもりにふれたい,ぬくもりにふれたいあなたに逢えたならぬくもりにふれたいあなたに逢えるなら今　私は　あなたのことを思い心は旅人のように彷徨（さまよ）い揺れて　風となり天に光る　星となりあなたの声を待ち望んでいる風よ　伝えておくれ私のこの熱き想いを星よ　届けておくれ私のこの心の切なさをぬくもりにふれたいあなたに逢えたならぬくもりにふれたいあなたに逢えるなら我が心よ今は　彷徨（さまよ）うが良い彷徨うだけ彷徨って清らかな水にいつの日か　姿を変えておくれ
5668,夢見る深海魚,この胸の奥で泳ぎ回る　盲目の深海魚　遠くで鳴り響く目覚まし光浴びて浮上する日を　心のどこかで待ちながら　　陽炎の彼方で揺れている　砂の上の理想郷　枯れない花だと言い聞かせて摘まれるその日が来たことを心のどこかで知りながら　　聞け 黒い髪の調べ　見よ その幸せな門出　知れ 妥協と後悔の産物　泣け この胸の奥で泳ぎ回る　盲目の深海魚は今日も夢を見る　積み上げた思い出の残骸に　絡み付いた茨　未来など決まってないと言い聞かせて　陸続きでも歩き出さない　心をどこかに捨てながらこの胸の奥で泳ぎ回る　盲目の深海魚　遠くで鳴り響く目覚まし　光浴びて浮上する日を心はどこかで待ちながら　盲目の深海魚は　今日も甘い夢を見る
5669,日がな一日,曇っているのは空だけじゃない霞んでいるのは涙の為じゃない明日も明後日も日がな一日読みかけた本を幾つも放り出し日がな一日寝ころんだまま幾つになっても泣いているのは明日が来るから枯れてゆくのは今日がゆくから明日も明後日も日がな一日語りかけた壁に何度も答えたり日がな一日見上げたままの天井と話したり電話をしようか誰かと話したい気付いてほしい気付いてほしい壊れてしまうよ明日も明後日も日がな一日壊れかけた僕を幾つも放り出し日がな一日壊れかけた僕を何度も拾ってる
5670,恋という病,おはようって毎日交わすあいさつにドキドキしてる自分がいる昇降口から教室に向かう間のおしゃべりにもドキドキしてる自分がいるつきあってるだろって冷やかされても嫌じゃない自分がいるキミが他の女の子と話してるとムカつく自分がいるキミが他の女の子の名前を口に出してムカつく自分がいるもうこの病は治療不能だーれにも治せないただ治せる薬はキミの愛だけなんだよ。
5671,黒い羽根の君,黒い羽根の君は今どこにいるの？幼い時に見た君君の背には黒い翼そんな君を美しいと思ったそんな君に恋をしたいつも側にいてくれたね私しか見えない君周りの人達は否定否定否定でも見て君は私の眼の前にいたいつからか君がいない事に気付いたんだ寂しくて悲しくて何故いなくなったの？何時からいないの？もう一度 君に会いたいと願う
5672,薬物眠り姫,あの時そのまま私を眠らせておいてほしかった3日で目覚めた眠り姫薬物で眠った眠り姫こんな辛い現実ならあのまま私を眠らせておいてくれたらよかったのにアナタの手でもう一度眠らせてあの時のように眠らせてアナタの声が笑顔が眩しくてアナタとの永遠を夢見てしまっただからもう一度 私を眠らせて今度は起こさないで
5673,出逢いと別れ,人は　とどまらずに　変わってゆくもの人は　とどまらずに　移ろうもの人と出逢い　人と別れ時は　過ぎゆく人と出逢い　人と別れ時は　流れゆく私が　風になれるならあなたのそばをやさしくそよぐ風になりたい私が　鳥になれるならあなたの肩にそっと止まり　羽を休めたい大切な想い出は　心にしまい決して　忘れることは　ないあなたと過ごした日々は永遠（とわ）に　忘れることは　ない私は　希望の光さす方を探し求めて　明日を生きてゆく涙をぬぐい　明日を生きてゆく風に吹かれて雨に打たれて光を浴びて
5674,柏餅を買いに,柏餅を買いに柏餅を買いに家を出て市電通り通り越してずっと真っ直ぐ柏餅を買いに柏餅を買いに河沿いの静かな道丁字路の角っこのここ！ヨモギやモロコシもありますがやっぱり白いこしあんの昔ながらの柏餅 おひとつくださいな柏餅を買いに柏餅を買いに物静かなお店の中着物姿の店員さんが美人こちら新製品ですよろしければ試食いかがですか？甘さを抑えておりましてぱくっ美味しい、美味しいとつまんだら買わなきゃなんだか申し訳ない柏餅と一緒に おひとつくださいな柏餅を買いに柏餅を買いに両手に下げたお菓子の山早く帰って食べよう柏餅を買いに柏餅を買いに
5675,花と脳髄,琥珀の秘密 届かない慟哭世界に溢れる 愛しい罪鼓動は憂鬱 はかない喪失世界を飲み込む 冷たい夢笑ってよ 脳裏にまだあたしがいるのなら間違いに身を焦がしてあやまちに味を占めて脳裏にまだ あたしがいるのなら花 花 花 花爪弾く追憶 触れない指先世界を侵した 優しい雨叫んでよ 涙がほら止まってしまうからためらえば温もりが貫けば愛しさが止まってしまうから毒 毒 毒 毒繚乱 この記憶の中に散ることも 枯れることも凍りつくこともない 想いを屍に心を箱庭に 絢爛 この記憶の中で笑ってよ 脳裏にまだあたしがいるのなら間違いに身を焦がしてあやまちに味を占めて脳裏にまだ あたしがいるのなら花 花 毒 毒
5676,弱い人,今日も遠い街であたしの好きな人が誰かと手を繋いで華やぐ街を歩くその必要もないのに何時までも憎らしいのは同じ事をあたしがしたいと思うから機械よりも距離よりも後悔だけが口惜しいつまんない絵のように空気のようにただずっと今日も遠い街であたしの好きな人と見知らぬ人が微笑みあう色めく雑踏の片隅でその必要もないのにどうしても伝えたいのは同じようにあたしも奪い去りたいあなたを機会よりも過去よりもあたしの心を消し去りたい戻らない日々の果てに支配されているようにずっと弱い人が強い人に弱い人が強い人に惹かれてしまえば悲劇が始まる優しい悲劇はいつまでもつづく終わらない悲劇はいつまでも続く
5677,キカイナラズ,電子連絡の交錯にうんざりそんな偽物から何が伝わるのか肉から肉へと伝える為に声帯を震わせはしないのか歩を進めることはないのか目と目を合わせることも手を取り合うこともないのか人間同士のぶつかり合いにその肉体を使わないというのなら人間なんてやめてしまえよ
5678,梟,足跡も残り香も後ろ姿の白い影も残して消えたら見つからなくても探してほしいそこでは落陽薄い月の夜が来る竹林の隙間から覗く走るばかりでは切り傷を創るばかりでは痕跡のみでしかないそこに在る確かな息のかかる髪のなびく音が流流と微かに首の廻る梟が嗤う去れもう遅い落陽落陽鳳鳳と
5679,清源坂,関所を超えて さわやかの向こうの信号 右へ曲がれよピザタイムの前で待ってるから今すぐ来いよ上り坂を超えて クックマートの隣のコスモで 燃料入れて抜け道通って海へ降りるから付き合ってくれよそういう意味じゃないよ隣に居てくれってことさ少しだけ一緒に 遊んでほしいだけだよそういう意味じゃないよクツ屋の隣に コメダが出来たよそのまままっすぐ エンチョー過ぎて今日なら時間は沢山あるから遊びに行こうよそういう場所じゃないよ二人になりたいってことさもう少し一緒に 居てほしいだけだよそういう場所じゃなくてさそういう意味じゃないよ隣に居てくれってことさ少しだけ一緒に 遊んでほしいだけだよそういう意味じゃないよ
5680,農協へ行こうよ,晴れた空と風の強い日は農協へ行こうよ白い軽自動車は片側一車線の県道をゆく海辺の町の風の強い日に農協へ行こうよ白い軽自動車が片側一車線の県道を走る走る走る時代遅れの建物を目指して走る走る垢抜けない事務員を見つけて晴れた空の風が強いけど農協へ行くんだ白い軽自動車で片側一車線の県道28号線走れ走れ時代遅れの建物の垂れ幕には年金貯金定期預金走る走る時代遅れの建物を目指して走る走る垢抜けない事務員は美人さ走れ走れ農協へ行こうよ白い軽自動車で農協へ行こうよ
5681,浮沈艦,建造したのは誰かの勝手か運命か畏怖すべき大海に生きる事を約束されたその浮沈艦は向こう側へ渡ろうともがく浮き沈みする間に装甲は傷だらけになってそのさまを魚たちに呆れられ嫌われても美しい渡り方なんて出来る訳もない涙という最少の海は大海へと消えるそんな泥を啜って邪魔臭い弱音を吐く事が一番の前向きな生き方なんだとそれが解る魚だけが信頼できる友と知るこんな真っ直ぐ過ぎる想いは誰かに届ける訳にはいかない自ら篩にかけてしまう心を許してくれた優しさに応えながら一体何処まで渡り切ろうかああ見上げれば鳥たちの羽撃きが
5682,風,冷たい風が吹き荒れて全てを連れ去ってゼロを与えられたなら人はその渇いた土に何を植えるのでしょう 尊いものであればいいいつか新緑の芽を出せ吹きすさぶ風の中で 
5683,トウガイの塔,トウガイの塔は帰ってくる逢えることを思い想い確実な一歩波の中を歩む夢で見た夢遠く信じて待つ者の夢郷愁の空冬の崖を目指しトウガイの塔は帰ってくる意思を意志を持って愛に出逢いに帰ってくる雪の積もるあの崖でまた逢えること願う
5684,ジューススカイ,躯に悪そうなイメージが常につきまとうどれにも似ても似つかない味再現出来そうにないイメージ夢とはそういうものだと輪郭のぼやけた誰かが語る氷点下 寒空に無数の飛行機雲が走り真昼の星座を作り出す一気に持っていたジュースを飲み込んで空に引かれたラインを帳消しにしたいジューススカイ・ディープブルー有り得ない色に空を染めるよ雨粒は無色では済まない地上さえも毒々しく染めて覆って表情を歪めて隠してしまって爽やかな笑顔を見せよう眼と牙を剥くことだけは忘れずに目覚めのいい朝にしよう
5685,モノクロームモノマニア,白と黒ともに無色扱いされて不満な模様いつも灰色の決着で納得出来ない今日こそ白黒つけようじゃないかと極彩色に喧嘩を売ったと言っても敵う筈もなく結果はまたしても黒星で傷だらけで帰って来る癒す間もなくまた向かって行ってやっぱり満身創痍で終わり何としてでも勝ち取りたいそんな物語がわたしは好きだ似たような物語を集める嗜好その中で共通したものを見抜くのだそれは決してただの無色なのではなくキラキラ輝いている白と黒ただひとつのモノクローム
5686,親愛なる詐欺師さん,ねえねえ、親愛なる詐欺師さんその虚偽を語る魔法の杖で地面を削ってみせてよきっと水源を掘り当てるからその水は騙した人を癒し憎しみを買わない摩訶不思議だってあなたは神の使い何を騙しても赦されているわたしに葡萄酒をくれた日あなたは笑って去って行ったけど去り際の後ろ姿はとても幸せそうじゃなかったよ人を軽視した報いは受けたんだろうかあなたは全ての人の罰を背負って神のもとへ帰って行った
5687,太陽と龍の追憶,置き去りの夢を抱えたまま１０年半分溶けた心を残したまま１０年無邪気に追いかけた全力で生きることの厳しさから逃げ出して見えない壁の向こうからふさぎ込んだ自分がさみしそうに笑ってる。置き去りの僕を泣き笑いの１０年半分溶けた僕を砂に埋めた１０年太陽と龍の追憶黄色い街の記憶いつまでも燦々消えないで幻想太陽と龍の追憶夢中で生きていた何もいらなかったあっけない自分に今にも首を括ってぶら下がったまま悲しそうに笑うよ書きかけの明日目を逸らした１０年半分崩れた明日風に舞わせた１０年太陽と龍の追憶黄色い街の喧騒いつまでも雑踏消えないで陽光太陽と龍の追憶
